Poll_spec,Poll_order,Julian_day,Plant_spec,Freq,Ele_m,Lat,Lon,Period
Bombus centralis,Hymenoptera,190,Penstemon virens,1,2586.886719,38.89051099,-104.975992,Present
Bombus centralis,Hymenoptera,202,Allium cernuum,1,2792.59497,38.922808,-105.02135,Present
Bombus centralis,Hymenoptera,202,Allium cernuum,1,2787.42041,38.922846,-105.02148,Present
Bombus centralis,Hymenoptera,203,Senecio bigelovii var. hallii,1,2582.181396,38.89039901,-104.975863,Present
Bombus centralis,Hymenoptera,202,Phacelia hasta/heterophylla,1,2786.46533,38.921799,-105.02234,Present
Bombus centralis,Hymenoptera,202,Rubus idaeus var. strigosus,1,2795.82642,38.921544,-105.02239,Present
Bombus centralis,Hymenoptera,202,Aliciella pinnatifida,1,2795.51636,38.921416,-105.02247,Present
Hoplitis albifrons,Hymenoptera,167,Penstemon virens,1,2551.20459,38.89100896,-104.975071,Present
Hoplitis producta,Hymenoptera,167,Penstemon virens,1,2551.20459,38.89100896,-104.975071,Present
Hoplitis producta,Hymenoptera,167,Penstemon virens,1,2551.20459,38.89100896,-104.975071,Present
Hoplitis producta,Hymenoptera,167,Penstemon virens,1,2551.20459,38.89100896,-104.975071,Present
Osmia brevis,Hymenoptera,167,Penstemon virens,1,2551.20459,38.89100896,-104.975071,Present
Osmia brevis,Hymenoptera,167,Penstemon virens,1,2551.20459,38.89100896,-104.975071,Present
Osmia pusilla,Hymenoptera,167,Penstemon virens,1,2551.20459,38.89100896,-104.975071,Present
Osmia tristella,Hymenoptera,167,Penstemon virens,1,2551.20459,38.89100896,-104.975071,Present
Colias eurytheme,Lepidoptera,167,Erysimum capitatum,1,2551.20459,38.89100896,-104.975071,Present
Speyeria aphrodite,Lepidoptera,150,Erysimum capitatum,1,2551.09766,38.890894,-104.97507,Present
Vanessa cardui,Lepidoptera,150,Erysimum capitatum,1,2551.09766,38.890894,-104.97507,Present
Vanessa cardui,Lepidoptera,150,Erysimum capitatum,1,2551.09766,38.890894,-104.97507,Present
Bombus centralis,Hymenoptera,202,Lupinus argenteus subsp. argenteus,1,2812.669189,38.92152504,-105.025318,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2767.116211,38.92555104,-105.021803,Present
Euptoieta claudia,Lepidoptera,150,Erysimum capitatum,1,2545.106445,38.89082397,-104.975041,Present
Attalus sp.,Coleoptera,210,Verbascum thapsus,1,2135.76123,38.859319,-104.933665,Present
Hylaeus wootoni,Hymenoptera,167,Potentilla fissa,1,2547.555908,38.89112798,-104.974993,Present
Hylaeus wootoni,Hymenoptera,167,Potentilla fissa,1,2547.555908,38.89112798,-104.974993,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2767.116211,38.92555104,-105.021803,Present
Attalus sp.,Coleoptera,225,Mentzelia multiflora/speciosa,1,2190.814697,38.86065298,-104.9336,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,178,Potentilla fissa,1,2545.464355,38.89116101,-104.974939,Present
Osmia spp.,Hymenoptera,178,Penstemon virens,1,2545.464355,38.89116101,-104.974939,Present
Attalus sp.,Coleoptera,198,Arnica fulgens,1,2131.772705,38.85871701,-104.933333,Present
Attalus sp.,Coleoptera,210,Grindelia squarrosa,1,2147.825684,38.85940399,-104.93326,Present
Attalus sp.,Coleoptera,160,Asclepias asperula,1,2177.346191,38.860484,-104.933183,Present
Attalus sp.,Coleoptera,198,Arnica fulgens,1,2136.231445,38.85858399,-104.933002,Present
Attalus sp.,Coleoptera,160,Opuntia polyacantha,1,2135.508301,38.85852397,-104.932695,Present
Jalysus wickhami,Hemiptera,196,Silene latifolia,1,2339.398438,38.89431797,-104.974923,Present
Balclutha sp.,Hemiptera,196,Galium boreale,1,2339.398438,38.89431797,-104.974923,Present
Arhyssus sp.,Hemiptera,196,Holodiscus dumosus,1,2339.398438,38.89431797,-104.974923,Present
Arhyssus sp.,Hemiptera,196,Galium boreale,1,2339.398438,38.89431797,-104.974923,Present
Arhyssus sp.,Hemiptera,196,Galium boreale,1,2339.398438,38.89431797,-104.974923,Present
Andrena spp.,Hymenoptera,184,Rosa acicularis subsp. sayi,1,2492.496094,38.85604796,-104.946685,Present
Andrena spp.,Hymenoptera,170,Packera fendleri,1,2437.551025,38.84944,-104.945952,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2767.116211,38.92555104,-105.021803,Present
Bombus centralis,Hymenoptera,203,Geranium caespitosum,1,2565.326172,38.89090997,-104.97541,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2767.116211,38.92555104,-105.021803,Present
Pontia protodice,Lepidoptera,196,Sedum lanceolatum,1,2339.398438,38.89431797,-104.974923,Present
Attalus sp.,Coleoptera,160,Opuntia polyacantha,2,2131.245117,38.85845197,-104.932622,Present
Attalus sp.,Coleoptera,174,Opuntia polyacantha,1,2168.242188,38.86033799,-104.932574,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2767.116211,38.92555104,-105.021803,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2767.116211,38.92555104,-105.021803,Present
Attalus sp.,Coleoptera,182,Opuntia polyacantha,1,2167.891357,38.86033899,-104.932523,Present
Attalus sp.,Coleoptera,207,Achillea millefolium,1,2020.756348,38.85541697,-104.92479,Present
Attalus sp.,Coleoptera,173,Stanleya pinnata,1,1933.576904,38.87717203,-104.875465,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2767.116211,38.92555104,-105.021803,Present
Hylaeus wootoni,Hymenoptera,189,Erigeron speciosus,1,2537.584717,38.891231,-104.974847,Present
Bombus centralis,Hymenoptera,198,Frasera speciosa,1,2557.854492,38.89096504,-104.975209,Present
Formica (fusca group) spp.,Hymenoptera,189,Holodiscus dumosus,3,2329.987305,38.89425301,-104.974842,Present
Attalus sp.,Coleoptera,189,Holodiscus dumosus,1,2075.911621,38.855177,-104.935016,Present
Attalus sp.,Coleoptera,189,Holodiscus dumosus,1,2075.911621,38.855177,-104.935016,Present
Attalus sp.,Coleoptera,189,Holodiscus dumosus,1,2075.911621,38.855177,-104.935016,Present
Euphydryas anica,Lepidoptera,190,Erysimum capitatum,1,2539.071045,38.891217,-104.974822,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2758.13623,38.92566101,-105.021857,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2758.13623,38.92566101,-105.021857,Present
Attalus sp.,Coleoptera,206,Ageratina herbacea,5,2131.398682,38.85983499,-104.936243,Present
Attalus sp.,Coleoptera,210,Liatris punctata,1,2079.27002,38.85290802,-104.937068,Present
Bombus centralis,Hymenoptera,202,Chamaenerion angustifolium,1,2758.13623,38.92566101,-105.021857,Present
Miridae spp.,Hemiptera,181,Silene latifolia,1,2316.93311,38.894279,-104.97481,Present
Attalus sp.,Coleoptera,154,Packera fendleri,2,2086.522217,38.85287097,-104.937108,Present
Nysius sp.,Hemiptera,203,Erigeron speciosus,3,2541.755859,38.89126201,-104.974807,Present
Lapposyrphus lapponicus,Diptera,154,Rubus deliciosus,1,2332.319824,38.85640503,-104.942187,Present
Bombus centralis,Hymenoptera,202,Allium cernuum,1,2789.318604,38.92254696,-105.021187,Present
Bombus centralis,Hymenoptera,202,Allium cernuum,1,2788.563232,38.92163501,-105.022331,Present
Bombus centralis,Hymenoptera,202,Phacelia hasta/heterophylla,1,2789.60376,38.92160199,-105.022378,Present
Bombus centralis,Hymenoptera,203,Chamaenerion angustifolium,1,2789.0332,38.924023,-105.02176,Present
Lasioglossum spp.,Hymenoptera,217,Silene latifolia,1,2317.103027,38.89405402,-104.974796,Present
Osmia pusilla,Hymenoptera,154,Packera fendleri,1,2086.522217,38.85287097,-104.937108,Present
Attalus sp.,Coleoptera,189,Asclepias tuberosa subsp. interior,1,2119.944336,38.85279,-104.938528,Present
Bombus centralis,Hymenoptera,202,Lupinus argenteus subsp. argenteus,1,2812.669189,38.92152504,-105.025318,Present
Bombus centralis,Hymenoptera,203,Chamaenerion angustifolium,1,2761.768066,38.92571297,-105.021775,Present
Bombus centralis,Hymenoptera,203,Chamaenerion angustifolium,1,2761.768066,38.92571297,-105.021775,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2760.851318,38.92569898,-105.021821,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2760.851318,38.92569898,-105.021821,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2760.851318,38.92569898,-105.021821,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2760.851318,38.92569898,-105.021821,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2691.121582,38.92596904,-105.022175,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2691.121582,38.92596904,-105.022175,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2691.121582,38.92596904,-105.022175,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2691.121582,38.92596904,-105.022175,Present
Bombus centralis,Hymenoptera,204,Chamaenerion angustifolium,1,2691.121582,38.92596904,-105.022175,Present
Bombus centralis,Hymenoptera,204,Dodecatheon pulchellum var. pulchellum,1,2782.11377,38.92736304,-105.047934,Present
Bombus centralis,Hymenoptera,206,Geranium caespitosum,1,2786.807129,38.92536102,-105.021951,Present
Bombus centralis,Hymenoptera,206,Geranium caespitosum,1,2786.807129,38.92536102,-105.021951,Present
Bombus centralis,Hymenoptera,203,Allium cernuum,1,2550.112061,38.89105297,-104.975062,Present
Bombus centralis,Hymenoptera,195,Senecio bigelovii var. hallii,1,2548.66772,38.891018,-104.97505,Present
Bombus centralis,Hymenoptera,196,Sedum lanceolatum,1,2339.398438,38.89431797,-104.974923,Present
Bombus centralis,Hymenoptera,196,Sedum lanceolatum,1,2339.398438,38.89431797,-104.974923,Present
Hylaeus basalis,Hymenoptera,162,Rubus deliciosus,1,2530.159668,38.891441,-104.97479,Present
Formica (fusca group) spp.,Hymenoptera,162,Rubus deliciosus,1,2530.159668,38.891441,-104.97479,Present
Formica (fusca group) spp.,Hymenoptera,162,Rubus deliciosus,1,2530.159668,38.891441,-104.97479,Present
Formica (fusca group) spp.,Hymenoptera,162,Rubus deliciosus,1,2530.159668,38.891441,-104.97479,Present
Lasioglossum spp.,Hymenoptera,162,Rubus deliciosus,1,2530.159668,38.891441,-104.97479,Present
Osmia spp.,Hymenoptera,162,Rubus deliciosus,1,2530.159668,38.891441,-104.97479,Present
Euphydryas spp.,Lepidoptera,181,Sedum lanceolatum,1,2537.39917,38.891287,-104.97478,Present
Formica (fusca group) spp.,Hymenoptera,189,Holodiscus dumosus,6,2379.273438,38.89358204,-104.974761,Present
Bombus centralis,Hymenoptera,196,Sedum lanceolatum,1,2339.398438,38.89431797,-104.974923,Present
Attalus sp.,Coleoptera,189,Asclepias tuberosa subsp. interior,1,2119.944336,38.85279,-104.938528,Present
Attalus sp.,Coleoptera,154,Physocarpus monogynus,1,2205.434326,38.86881301,-104.942661,Present
Attalus sp.,Coleoptera,216,Aconitum columbianum,20,2636.94751,38.90320698,-104.992153,Present
Attalus sp.,Coleoptera,208,Anemone canadensis,1,2629.724609,38.90310497,-104.99231,Present
Lapposyrphus lapponicus,Diptera,156,Rubus deliciosus,1,2326.687012,38.85624804,-104.941794,Present
Bombus centralis,Hymenoptera,206,Geranium caespitosum,1,2786.807129,38.92536102,-105.021951,Present
Pontia protodice,Lepidoptera,196,Sedum lanceolatum,1,2328.298584,38.89420096,-104.974755,Present
Attalus sp.,Coleoptera,208,Anemone canadensis,1,2629.724609,38.90310497,-104.99231,Present
Bombus centralis,Hymenoptera,206,Penstemon glaber,1,3418.911621,38.87988701,-105.072881,Present
Hemipenthes spp.,Diptera,191,Rubus idaeus var. strigosus,1,2618.209961,38.90165297,-104.992034,Present
Lapposyrphus lapponicus,Diptera,161,Rubus deliciosus,1,2240.831299,38.84979296,-104.941569,Present
Tachina spp.,Diptera,203,Holodiscus dumosus,1,2536.549561,38.89138296,-104.974733,Present
Baris stenua,Coleoptera,183,Cirsium scariosum/scopulorum,1,3108.798584,38.84679501,-105.007406,Present
Batyle ignicollis,Coleoptera,174,Arnica fulgens,1,2205.40161,38.869511,-104.94251,Present
Hemipenthes spp.,Diptera,169,Penstemon virens,1,2604.436279,38.90034104,-104.989611,Present
Bombus centralis,Hymenoptera,206,Geranium caespitosum,1,2777.216064,38.92513496,-105.022014,Present
Bombus centralis,Hymenoptera,206,Geranium caespitosum,1,2777.216064,38.92513496,-105.022014,Present
Batyle ignicollis,Coleoptera,187,Calochortus gunnisoni,1,2051.588379,38.85567899,-104.934551,Present
Bombus centralis,Hymenoptera,206,Geranium caespitosum,1,2777.216064,38.92513496,-105.022014,Present
Euphydryas anica,Lepidoptera,203,Oreochrysum parryi,1,2537.499756,38.891347,-104.974693,Present
Batyle ignicollis,Coleoptera,198,Heterotheca villosa,1,2051.478516,38.85443,-104.920901,Present
Bombus centralis,Hymenoptera,217,Allium cernuum,2,2317.103027,38.89405402,-104.974796,Present
Formica (fusca group) spp.,Hymenoptera,178,Jamesia americana var. americana,1,2535.718994,38.89137399,-104.974692,Present
Formica (fusca group) spp.,Hymenoptera,154,Prunus virginiana var. melanocarpa,1,2537.85962,38.891322,-104.97468,Present
Formica (fusca group) spp.,Hymenoptera,161,Prunus virginiana var. melanocarpa,1,2538.900879,38.89131004,-104.974678,Present
Callophrys spinetorum,Lepidoptera,161,Prunus virginiana var. melanocarpa,1,2538.900879,38.89131004,-104.974678,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2781.89331,38.927718,-105.04779,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2781.89331,38.927718,-105.04779,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2781.89331,38.927718,-105.04779,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2783.268066,38.92418697,-105.022245,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2783.268066,38.92418697,-105.022245,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2783.268066,38.92418697,-105.022245,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2783.268066,38.92418697,-105.022245,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2780.940918,38.92418697,-105.022239,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2780.940918,38.92418697,-105.022239,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2780.940918,38.92418697,-105.022239,Present
Bombus centralis,Hymenoptera,218,Chamaenerion angustifolium,1,2780.940918,38.92418697,-105.022239,Present
Bombus centralis,Hymenoptera,218,Cirsium canescens,1,2806.815186,38.92747301,-105.048697,Present
Bombus centralis,Hymenoptera,224,Geranium caespitosum,1,2776.85962,38.92473,-105.02226,Present
Bombus centralis,Hymenoptera,224,Geranium caespitosum,1,2776.85962,38.92473,-105.02226,Present
Bombus centralis,Hymenoptera,224,Geranium caespitosum,1,2776.85962,38.92473,-105.02226,Present
Bombus centralis,Hymenoptera,224,Chamaenerion angustifolium,1,2761.21802,38.924104,-105.02222,Present
Bombus centralis,Hymenoptera,224,Chamaenerion angustifolium,1,2775.049072,38.92411496,-105.022247,Present
Bombus centralis,Hymenoptera,190,Frasera speciosa,1,2533.175537,38.89144197,-104.97476,Present
Bombus centralis,Hymenoptera,196,Sedum lanceolatum,1,2328.298584,38.89420096,-104.974755,Present
Formica (fusca group) spp.,Hymenoptera,150,Mertensia lanceolata,1,2401.125488,38.892569,-104.974654,Present
Formica (fusca group) spp.,Hymenoptera,150,Mertensia lanceolata,1,2401.125488,38.892569,-104.974654,Present
Erynnis spp.,Lepidoptera,150,Mertensia lanceolata,1,2401.125488,38.892569,-104.974654,Present
Euphydryas anica,Lepidoptera,189,Solidago missouriensis,1,2533.915039,38.89136603,-104.974649,Present
Batyle suturalis,Coleoptera,200,Arnica fulgens,1,2151.520508,38.86083503,-104.936624,Present
Irbisia sp.,Hemiptera,178,Jamesia americana var. americana,1,2379.567871,38.89361196,-104.974638,Present
Formica (fusca group) spp.,Hymenoptera,178,Fragaria vesca/virginiana,1,2426.816895,38.89284996,-104.974633,Present
Lasioglossum (Dialictus) spp.,Hymenoptera,217,Allium cernuum,1,2426.4021,38.89287,-104.974628,Present
Empis spp.,Diptera,175,Jamesia americana var. americana,1,2328.545654,38.89433096,-104.974621,Present
Bombus centralis,Hymenoptera,203,Holodiscus dumosus,1,2533.695068,38.89137701,-104.974698,Present
Vanessa cardui,Lepidoptera,217,Senecio pudicus,1,2430.425293,38.89292004,-104.97461,Present
Lapposyrphus lapponicus,Diptera,161,Rubus deliciosus,1,2240.831299,38.84979296,-104.941569,Present
Batyle suturalis,Coleoptera,220,Solidago missouriensis,1,2117.750488,38.86401898,-104.935035,Present
Batyle suturalis,Coleoptera,200,Verbesina encelioides,1,2144.108154,38.85907802,-104.933089,Present
Batyle suturalis,Coleoptera,216,Erigeron speciosus,1,1994.561401,38.85588703,-104.927059,Present
Batyle suturalis,Coleoptera,192,Heterotheca villosa,1,2021.543091,38.85650796,-104.925921,Present
Batyle suturalis,Coleoptera,198,Achillea millefolium,2,2062.479492,38.853984,-104.920587,Present
Batyle suturalis,Coleoptera,173,Opuntia polyacantha,1,1926.097412,38.87925804,-104.872418,Present
Osmia pentstemonis,Hymenoptera,190,Sedum lanceolatum,1,2522.42627,38.89159603,-104.974516,Present
Batyle suturalis,Coleoptera,189,Thelesperma megapotamicum,1,1929.442749,38.88183899,-104.874185,Present
Hylaeus wootoni,Hymenoptera,189,Potentilla hippiana,1,2325.086182,38.89450204,-104.974505,Present
Batyle suturalis,Coleoptera,189,Thelesperma megapotamicum,1,1929.442749,38.88183899,-104.874185,Present
Brachypterolus pulicarius,Coleoptera,180,Geranium caespitosum,1,2791.307861,38.92450296,-105.02285,Present
Bombus centralis,Hymenoptera,224,Chamaenerion angustifolium,1,2775.049072,38.92411496,-105.022247,Present
Halictus tripartitus,Hymenoptera,143,Taraxacum officinale,1,2525.690674,38.89149503,-104.9745,Present
Halictus tripartitus,Hymenoptera,143,Taraxacum officinale,1,2525.690674,38.89149503,-104.9745,Present
Brachypterolus palicarius,Coleoptera,164,Valeriana acutiloba,1,2781.010742,38.92294301,-105.021717,Present
Bombus centralis,Hymenoptera,224,Chamaenerion angustifolium,1,2778.648438,38.92419602,-105.022222,Present
Brachypterolus pulicarius,Coleoptera,180,Geranium caespitosum,1,2791.307861,38.92450296,-105.02285,Present
Bombus centralis,Hymenoptera,224,Chamaenerion angustifolium,1,2778.648438,38.92419602,-105.022222,Present
Bombus centralis,Hymenoptera,224,Chamaenerion angustifolium,1,2778.648438,38.92419602,-105.022222,Present
Bombus centralis,Hymenoptera,224,Geranium caespitosum,1,2769.092529,38.92529204,-105.021894,Present
Bombus centralis,Hymenoptera,224,Geranium caespitosum,1,2769.092529,38.92529204,-105.021894,Present
Bombus centralis,Hymenoptera,224,Geranium caespitosum,1,2769.092529,38.92529204,-105.021894,Present
